Ingenio,Hacienda,Suerte,Municipio,Corregimiento,Codigo_14,Municipio_Clean,h8,Es_Hacienda_Ausente,Hda_Real,DAR
Incauca,QUESADAS,6,Candelaria,nd,CA010846000006,CANDELARIA,CA010846,True,QUESADAS,SURORIENTE
Incauca,JAUJA,3,Candelaria,nd,CA011658000003,CANDELARIA,CA011658,True,JAUJA,SURORIENTE
Incauca,ZANJON RICO B?RBARA,3,Florida,nd,CA011899000003,FLORIDA,CA011899,True,ZANJON RICO B?RBARA,SURORIENTE
Incauca,QUESADAS,002A,Candelaria,nd,CA01084600002A,CANDELARIA,CA010846,True,QUESADAS,SURORIENTE
Incauca,QUESADAS,3,Candelaria,nd,CA010846000003,CANDELARIA,CA010846,True,QUESADAS,SURORIENTE
Incauca,ALISAL,3,Candelaria,nd,CA010759000003,CANDELARIA,CA010759,True,ALISAL,SURORIENTE
Incauca,GUALES - UNO,001B,Candelaria,nd,CA01008700001B,CANDELARIA,CA010087,True,GUALES - UNO,SURORIENTE
Incauca,GUALES - UNO,004B,Candelaria,nd,CA01008700004B,CANDELARIA,CA010087,True,GUALES - UNO,SURORIENTE
Incauca,ALISAL,1,Candelaria,nd,CA010759000001,CANDELARIA,CA010759,True,ALISAL,SURORIENTE
Incauca,JAUJA,1,Candelaria,nd,CA011658000001,CANDELARIA,CA011658,True,JAUJA,SUROCCIDENTE
Incauca,MARAï¿½ON ALTO,1,Candelaria,nd,CA011003000001,CANDELARIA,CA011003,True,MARAÏ¿½ON ALTO,SUROCCIDENTE
Incauca,ALDOVEA,003D,Candelaria,nd,CA01016000003D,CANDELARIA,CA010160,True,ALDOVEA,SURORIENTE
Incauca,ALISAL,2,Candelaria,nd,CA010759000002,CANDELARIA,CA010759,True,ALISAL,SURORIENTE
Incauca,HATO SANTA LUCIA,003A,Candelaria,nd,CA01141900003A,CANDELARIA,CA011419,True,HATO SANTA LUCIA,SURORIENTE
Incauca,HATO SANTA LUCIA,002A,Candelaria,nd,CA01141900002A,CANDELARIA,CA011419,True,HATO SANTA LUCIA,SURORIENTE
Incauca,ZANJON RICO B?RBARA,004T,Florida,nd,CA01189900004T,FLORIDA,CA011899,True,ZANJON RICO B?RBARA,SURORIENTE
Incauca,FLORESTA - ROJAS PROVIDENCIA,3,Palmira,nd,CA010851000003,PALMIRA,CA010851,True,FLORESTA - ROJAS PROVIDENCIA,SURORIENTE
Incauca,FLORESTA - ROJAS PROVIDENCIA,003A,Palmira,nd,CA01085100003A,PALMIRA,CA010851,True,FLORESTA - ROJAS PROVIDENCIA,SURORIENTE
Providencia,LA ESPERANZA PINEDA,2,El Cerrito,nd,PR080641000002,EL CERRITO,PR080641,True,LA ESPERANZA PINEDA,CENTRO SUR
Providencia,LA ESPERANZA PINEDA,1,El Cerrito,nd,PR080641000001,EL CERRITO,PR080641,True,LA ESPERANZA PINEDA,CENTRO SUR
Providencia,QUITASUE?O,8,El Cerrito,nd,PR080812000008,EL CERRITO,PR080812,True,QUITASUE?O,CENTRO SUR
Providencia,LA INDEPENDENCIA,005B,El Cerrito,nd,PR08058600005B,EL CERRITO,PR080586,True,LA INDEPENDENCIA,SURORIENTE
Providencia,LA INDEPENDENCIA,6,El Cerrito,nd,PR080586000006,EL CERRITO,PR080586,True,LA INDEPENDENCIA,SURORIENTE
Providencia,QUITASUE?O,4,El Cerrito,nd,PR080812000004,EL CERRITO,PR080812,True,QUITASUE?O,CENTRO SUR
Providencia,QUITASUE?O,6,El Cerrito,nd,PR080812000006,EL CERRITO,PR080812,True,QUITASUE?O,SURORIENTE
Providencia,SAN MIGUEL 3 ,6,El Cerrito,nd,PR080181000006,EL CERRITO,PR080181,True,SAN MIGUEL,CENTRO SUR
Providencia,LA AURORA,103,El Cerrito,nd,PR080103000103,EL CERRITO,PR080103,True,LA AURORA,CENTRO SUR
Providencia,SAN MIGUEL 3 ,5,El Cerrito,nd,PR080181000005,EL CERRITO,PR080181,True,SAN MIGUEL,CENTRO SUR
Providencia,LA ARGELIA,357,El Cerrito,nd,PR080111000357,EL CERRITO,PR080111,True,LA ARGELIA,CENTRO SUR
Providencia,LA AURORA,107A,El Cerrito,nd,PR08010300107A,EL CERRITO,PR080103,True,LA AURORA,CENTRO SUR
Providencia,LA AURORA,104A,El Cerrito,nd,PR08010300104A,EL CERRITO,PR080103,True,LA AURORA,CENTRO SUR
Providencia,LA AURORA,121,El Cerrito,nd,PR080103000121,EL CERRITO,PR080103,True,LA AURORA,CENTRO SUR
Providencia,AURORA CUCALON,991D,El Cerrito,nd,PR08060100991D,EL CERRITO,PR080601,True,AURORA CUCALON,CENTRO SUR
Providencia,AURORA CUCALON,991B,El Cerrito,nd,PR08060100991B,EL CERRITO,PR080601,True,AURORA CUCALON,CENTRO SUR
Providencia,LA MANSION CARMEN ,7,El Cerrito,nd,PR080165000007,EL CERRITO,PR080165,True,LA MANSION CARMEN,CENTRO SUR
Providencia,LA PRIMAVERA,378B,El Cerrito,nd,PR08011200378B,EL CERRITO,PR080112,True,LA PRIMAVERA,SURORIENTE
Providencia,LA AURORA,101A,El Cerrito,nd,PR08010300101A,EL CERRITO,PR080103,True,LA AURORA,CENTRO SUR
Providencia,LA ARGELIA,358,El Cerrito,nd,PR080111000358,EL CERRITO,PR080111,True,LA ARGELIA,CENTRO SUR
Providencia,LA AURORA,102,El Cerrito,nd,PR080103000102,EL CERRITO,PR080103,True,LA AURORA,CENTRO SUR
Providencia,LA ARGELIA,357C,El Cerrito,nd,PR08011100357C,EL CERRITO,PR080111,True,LA ARGELIA,CENTRO SUR
Providencia,ZABALETAS CORPORACION,543,El Cerrito,nd,PR080123000543,EL CERRITO,PR080123,True,ZABALETAS CORPORACION,CENTRO SUR
Providencia,LA AURORA,101D,El Cerrito,nd,PR08010300101D,EL CERRITO,PR080103,True,LA AURORA,CENTRO SUR
Providencia,LA ARGELIA,362A,El Cerrito,nd,PR08011100362A,EL CERRITO,PR080111,True,LA ARGELIA,CENTRO SUR
Providencia,LA ARGELIA,365A,El Cerrito,nd,PR08011100365A,EL CERRITO,PR080111,True,LA ARGELIA,CENTRO SUR
Providencia,SAN MIGUEL 3 ,013B,El Cerrito,nd,PR08018100013B,EL CERRITO,PR080181,True,SAN MIGUEL,CENTRO SUR
Providencia,QUITASUE?O,3,El Cerrito,nd,PR080812000003,EL CERRITO,PR080812,True,QUITASUE?O,CENTRO SUR
Providencia,QUITASUE?O,7,El Cerrito,nd,PR080812000007,EL CERRITO,PR080812,True,QUITASUE?O,CENTRO SUR
Manuelita,LA MERCED,12,El Cerrito,El Placer,MN000798000012,EL CERRITO,MN000798,True,LA MERCED,CENTRO SUR
Manuelita,LA MERCED,4,El Cerrito,El Placer,MN000798000004,EL CERRITO,MN000798,True,LA MERCED,CENTRO SUR
Manuelita,LA MERCED,6,El Cerrito,El Placer,MN000798000006,EL CERRITO,MN000798,True,LA MERCED,CENTRO SUR
Manuelita,LA MERCED,6,El Cerrito,El Placer,MN000798000006,EL CERRITO,MN000798,True,LA MERCED,CENTRO SUR
Manuelita,LA MERCED,12A,El Cerrito,El Placer,MN00079800012A,EL CERRITO,MN000798,True,LA MERCED,CENTRO SUR
Manuelita,LA MERCED,7,El Cerrito,El Placer,MN000798000007,EL CERRITO,MN000798,True,LA MERCED,CENTRO SUR
Providencia,LA CRISTALINA-TORRE LUNERA,2,El Cerrito,nd,PR080261000002,EL CERRITO,PR080261,True,LA CRISTALINA-TORRE LUNERA,CENTRO SUR
Providencia,SAN FERNANDO,13,El Cerrito,nd,PR080337000013,EL CERRITO,PR080337,True,SAN FERNANDO,CENTRO SUR
Providencia,SAN FERNANDO,10,El Cerrito,nd,PR080337000010,EL CERRITO,PR080337,True,SAN FERNANDO,SURORIENTE
Providencia,SAN FERNANDO,021C,El Cerrito,nd,PR08033700021C,EL CERRITO,PR080337,True,SAN FERNANDO,CENTRO SUR
Providencia,SAN FERNANDO,21,El Cerrito,nd,PR080337000021,EL CERRITO,PR080337,True,SAN FERNANDO,CENTRO SUR
Providencia,EL ROSARIO ARBOLEDA,29,El Cerrito,nd,PR080423000029,EL CERRITO,PR080423,True,EL ROSARIO ARBOLEDA,CENTRO SUR
Providencia,ZABALETAS 2 ARANGO,3,El Cerrito,nd,PR080309000003,EL CERRITO,PR080309,True,ZABALETAS 2 ARANGO,SURORIENTE
Providencia,LA MANSION CARMEN ,1,El Cerrito,nd,PR080165000001,EL CERRITO,PR080165,True,LA MANSION CARMEN,CENTRO SUR
Providencia,LA MANSION CARMEN ,001B,El Cerrito,nd,PR08016500001B,EL CERRITO,PR080165,True,LA MANSION CARMEN,SURORIENTE
Providencia,ZABALETAS 2 ARANGO,005A,El Cerrito,nd,PR08030900005A,EL CERRITO,PR080309,True,ZABALETAS 2 ARANGO,SURORIENTE
Providencia,ZABALETAS 2 ARANGO,4,El Cerrito,nd,PR080309000004,EL CERRITO,PR080309,True,ZABALETAS 2 ARANGO,SURORIENTE
Providencia,LA MERCED CHAYA-CABA,5,El Cerrito,nd,PR080605000005,EL CERRITO,PR080605,True,LA MERCED CHAYA-CABA,CENTRO SUR
Providencia,ZABALETAS 2 ARANGO,6,El Cerrito,nd,PR080309000006,EL CERRITO,PR080309,True,ZABALETAS 2 ARANGO,SURORIENTE
Providencia,LA AURORA,115,El Cerrito,nd,PR080103000115,EL CERRITO,PR080103,True,LA AURORA,CENTRO SUR
Providencia,LA CRISTALINA-TORRE LUNERA,001A,El Cerrito,nd,PR08026100001A,EL CERRITO,PR080261,True,LA CRISTALINA-TORRE LUNERA,SURORIENTE
Providencia,LA LOMITA,032B,El Cerrito,nd,PR08041300032B,EL CERRITO,PR080413,True,LA LOMITA,CENTRO SUR
Providencia,LA CRISTALINA-TORRE LUNERA,002A,El Cerrito,nd,PR08026100002A,EL CERRITO,PR080261,True,LA CRISTALINA-TORRE LUNERA,CENTRO SUR
Providencia,LA TORTUGA ,3,El Cerrito,nd,PR081077000003,EL CERRITO,PR081077,True,LA TORTUGA,CENTRO SUR
Providencia,LA TORTUGA ,3,El Cerrito,nd,PR081077000003,EL CERRITO,PR081077,True,LA TORTUGA,CENTRO SUR
Providencia,LA CRISTALINA-TORRE LUNERA,1,El Cerrito,nd,PR080261000001,EL CERRITO,PR080261,True,LA CRISTALINA-TORRE LUNERA,SURORIENTE
Providencia,LA CRISTALINA-TORRE LUNERA,001D,El Cerrito,nd,PR08026100001D,EL CERRITO,PR080261,True,LA CRISTALINA-TORRE LUNERA,SURORIENTE
Providencia,LA PAZ RESTREPO,1,El Cerrito,nd,PR080483000001,EL CERRITO,PR080483,True,LA PAZ RESTREPO,CENTRO SUR
Castilla,CASTILLA,132,Pradera,La Granja,CC000506000132,PRADERA,CC000506,True,CASTILLA,SURORIENTE
Castilla,CASTILLA,230,Pradera,La Granja,CC000506000230,PRADERA,CC000506,True,CASTILLA,SURORIENTE
Castilla,CASTILLA,250,Pradera,La Granja,CC000506000250,PRADERA,CC000506,True,CASTILLA,SURORIENTE
Castilla,CASTILLA,140,Pradera,La Granja,CC000506000140,PRADERA,CC000506,True,CASTILLA,SURORIENTE
Castilla,SAN JORGE,031,Pradera,La Tupia,CC000101000031,PRADERA,CC000101,True,SAN JORGE,SURORIENTE
Castilla,CASTILLA,141,Pradera,La Granja,CC000506000141,PRADERA,CC000506,True,CASTILLA,SURORIENTE
Incauca,ZANJON RICO B?RBARA,5,Florida,nd,CA011899000005,FLORIDA,CA011899,True,ZANJON RICO B?RBARA,SURORIENTE
Incauca,MIRRINAQUE 2  AGROPEC. VELEZ PROVID.,8,Palmira,nd,CA010850000008,PALMIRA,CA010850,True,MIRRINAQUE 2  AGROPEC. VELEZ PROVID.,SURORIENTE
Incauca,MIRRINAQUE 2  AGROPEC. VELEZ PROVID.,9,Palmira,nd,CA010850000009,PALMIRA,CA010850,True,MIRRINAQUE 2  AGROPEC. VELEZ PROVID.,SURORIENTE
Incauca,MIRRINAQUE 2  AGROPEC. VELEZ PROVID.,010B,Palmira,nd,CA01085000010B,PALMIRA,CA010850,True,MIRRINAQUE 2  AGROPEC. VELEZ PROVID.,SURORIENTE
Castilla,SAN JORGE,080,Pradera,La Tupia,CC000101000080,PRADERA,CC000101,True,SAN JORGE,SURORIENTE
Castilla,CHAMORRAS,324,Pradera,La Tupia,CC000104000324,PRADERA,CC000104,True,CHAMORRAS,SURORIENTE
Castilla,CASTILLA,070,Pradera,La Granja,CC000506000070,PRADERA,CC000506,True,CASTILLA,SURORIENTE
Castilla,CHAMORRAS,040,Pradera,La Tupia,CC000104000040,PRADERA,CC000104,True,CHAMORRAS,SURORIENTE
Castilla,CHAMORRAS,191,Pradera,La Tupia,CC000104000191,PRADERA,CC000104,True,CHAMORRAS,SURORIENTE
Castilla,CHAMORRAS,292,Pradera,La Tupia,CC000104000292,PRADERA,CC000104,True,CHAMORRAS,SURORIENTE
Castilla,SAN RAFAEL,120,Pradera,La Tupia,CC000105000120,PRADERA,CC000105,True,SAN RAFAEL,SURORIENTE
Castilla,SAN RAFAEL,271,Pradera,La Tupia,CC000105000271,PRADERA,CC000105,True,SAN RAFAEL,SURORIENTE
Castilla,CHUNE,039,Pradera,La Tupia,CC000138000039,PRADERA,CC000138,True,CHUNE,SURORIENTE
Castilla,CALANDA,201,Florida,Remolino,CC000110000201,FLORIDA,CC000110,True,CALANDA,SURORIENTE
Castilla,AVELINA,211,Pradera,La Granja,CC000503000211,PRADERA,CC000503,True,AVELINA,SURORIENTE
Castilla,LA LIVIA,010,Florida,Remolino,CC000677000010,FLORIDA,CC000677,True,LA LIVIA,SURORIENTE
Castilla,CHAMORRAS,150,Pradera,La Tupia,CC000104000150,PRADERA,CC000104,True,CHAMORRAS,SURORIENTE
Castilla,CHAMORRAS,252,Pradera,La Tupia,CC000104000252,PRADERA,CC000104,True,CHAMORRAS,SURORIENTE
Castilla,EL LIBANO,021,Pradera,La Tupia,CC000107000021,PRADERA,CC000107,True,EL LIBANO,SURORIENTE
Castilla,CHAMORRAS,302,Pradera,La Tupia,CC000104000302,PRADERA,CC000104,True,CHAMORRAS,SURORIENTE
Castilla,AVELINA,031,Pradera,La Granja,CC000503000031,PRADERA,CC000503,True,AVELINA,SURORIENTE
Castilla,LA UNION,080,Florida,Remolino,CC000117000080,FLORIDA,CC000117,True,LA UNION,SURORIENTE
Castilla,LA UNION,040,Florida,Remolino,CC000117000040,FLORIDA,CC000117,True,LA UNION,SURORIENTE
Castilla,CASTILLA,342,Pradera,La Granja,CC000506000342,PRADERA,CC000506,True,CASTILLA,SURORIENTE
Castilla,LA LIVIA,011,Florida,Remolino,CC000677000011,FLORIDA,CC000677,True,LA LIVIA,SURORIENTE
Castilla,SAN JORGE,021,Pradera,La Tupia,CC000101000021,PRADERA,CC000101,True,SAN JORGE,SURORIENTE
Castilla,SAN JORGE,070,Pradera,La Tupia,CC000101000070,PRADERA,CC000101,True,SAN JORGE,SURORIENTE
Castilla,FLORENCIA,040,Candelaria,El Cabuyal,CC000773000040,CANDELARIA,CC000773,True,FLORENCIA,SURORIENTE
Castilla,CALANDA,252,Florida,Remolino,CC000110000252,FLORIDA,CC000110,True,CALANDA,SURORIENTE
Castilla,AVELINA,011,Pradera,La Granja,CC000503000011,PRADERA,CC000503,True,AVELINA,SURORIENTE
Castilla,CALANDA,140,Florida,Remolino,CC000110000140,FLORIDA,CC000110,True,CALANDA,SURORIENTE
Castilla,LLANO MEDIO CASTILLA,030,Florida,Remolino,CC000217000030,FLORIDA,CC000217,True,LLANO MEDIO CASTILLA,SURORIENTE
Castilla,EL NILO AGRICOLA,380,Florida,Remolino,CC000112000380,FLORIDA,CC000112,True,EL NILO AGRICOLA,SURORIENTE
Castilla,DAEL,060,Pradera,La Tupia,CC000444000060,PRADERA,CC000444,True,DAEL,SURORIENTE
Castilla,LLANO MEDIO CASTILLA,101,Florida,Remolino,CC000217000101,FLORIDA,CC000217,True,LLANO MEDIO CASTILLA,SURORIENTE
Castilla,AVELINA,170,Pradera,La Granja,CC000503000170,PRADERA,CC000503,True,AVELINA,SURORIENTE
Pichichi,LA LOMITA,140,El Cerrito,San Antonio,PC002283000140,EL CERRITO,PC002283,True,LA LOMITA,SURORIENTE
Pichichi,LA LOMITA,090,El Cerrito,San Antonio,PC002283000090,EL CERRITO,PC002283,True,LA LOMITA,SURORIENTE
Pichichi,LA LOMITA,120,El Cerrito,San Antonio,PC002283000120,EL CERRITO,PC002283,True,LA LOMITA,SURORIENTE
Pichichi,LA LOMITA,121,El Cerrito,San Antonio,PC002283000121,EL CERRITO,PC002283,True,LA LOMITA,SURORIENTE
Pichichi,LA LOMITA,100,El Cerrito,San Antonio,PC002283000100,EL CERRITO,PC002283,True,LA LOMITA,SURORIENTE
Pichichi,LA LOMITA,110,El Cerrito,San Antonio,PC002283000110,EL CERRITO,PC002283,True,LA LOMITA,SURORIENTE
Manuelita,ANTOJO   A.I.M.,1A,El Cerrito,San Antonio,MN00031000001A,EL CERRITO,MN000310,True,ANTOJO   A.I.M.,SURORIENTE
Manuelita,ANTOJO   A.I.M.,2,El Cerrito,San Antonio,MN000310000002,EL CERRITO,MN000310,True,ANTOJO   A.I.M.,SURORIENTE
Manuelita,ANTOJO   A.I.M.,4,El Cerrito,San Antonio,MN000310000004,EL CERRITO,MN000310,True,ANTOJO   A.I.M.,CENTRO SUR
Manuelita,ANTOJO   A.I.M.,5,El Cerrito,San Antonio,MN000310000005,EL CERRITO,MN000310,True,ANTOJO   A.I.M.,SURORIENTE
Manuelita,GERMANIA,2X,Palmira,Barrancas,MN00038300002X,PALMIRA,MN000383,True,GERMANIA,SURORIENTE
Manuelita,SILENCIO SARMIENTO,9,Palmira,Caucaseco,MN000941000009,PALMIRA,MN000941,True,SILENCIO SARMIENTO,SURORIENTE
Manuelita,GERMANIA,1,Palmira,Barrancas,MN000383000001,PALMIRA,MN000383,True,GERMANIA,SURORIENTE
Pichichi,BELGICA,071,El Cerrito,Aují,PC002212000071,EL CERRITO,PC002212,True,BELGICA,SURORIENTE
Pichichi,LA LOMITA,030,El Cerrito,Aují,PC002283000030,EL CERRITO,PC002283,True,LA LOMITA,SURORIENTE
Pichichi,LA LOMITA,081,El Cerrito,Aují,PC002283000081,EL CERRITO,PC002283,True,LA LOMITA,SURORIENTE
Pichichi,EL ARBOLITO,020,El Cerrito,nd,PC002286000020,EL CERRITO,PC002286,True,EL ARBOLITO,SURORIENTE
Pichichi,EL ARBOLITO,110,El Cerrito,nd,PC002286000110,EL CERRITO,PC002286,True,EL ARBOLITO,SURORIENTE
Pichichi,LA MERCED,070,El Cerrito,nd,PC002284000070,EL CERRITO,PC002284,True,LA MERCED,CENTRO SUR
Pichichi,LA MERCED,090,El Cerrito,nd,PC002284000090,EL CERRITO,PC002284,True,LA MERCED,CENTRO SUR
Incauca,LA MANSION 1 PROVIDENCIA,006B,El Cerrito,nd,CA01188900006B,EL CERRITO,CA011889,True,LA MANSION 1 PROVIDENCIA,SURORIENTE
Providencia,EL OVIEDO EMPRESA,3,El Cerrito,nd,PR080127000003,EL CERRITO,PR080127,True,EL OVIEDO EMPRESA,CENTRO SUR
Providencia,LA MANSION 1,001B,El Cerrito,nd,PR08032300001B,EL CERRITO,PR080323,True,LA MANSION,SURORIENTE
Providencia,EL JAPON,550,El Cerrito,nd,PR080116000550,EL CERRITO,PR080116,True,EL JAPON,CENTRO SUR
Providencia,LA MANSION CARMEN ,001A,El Cerrito,nd,PR08016500001A,EL CERRITO,PR080165,True,LA MANSION CARMEN,SURORIENTE
Providencia,LA MANSION CARMEN ,6,El Cerrito,nd,PR080165000006,EL CERRITO,PR080165,True,LA MANSION CARMEN,SURORIENTE
Providencia,LA PRIMAVERA,378,El Cerrito,nd,PR080112000378,EL CERRITO,PR080112,True,LA PRIMAVERA,CENTRO SUR
Providencia,LA PRIMAVERA,378A,El Cerrito,nd,PR08011200378A,EL CERRITO,PR080112,True,LA PRIMAVERA,SURORIENTE
Providencia,LA MANSION CARMEN ,5,El Cerrito,nd,PR080165000005,EL CERRITO,PR080165,True,LA MANSION CARMEN,CENTRO SUR
Providencia,EL CANELO M,10,El Cerrito,nd,PR081052000010,EL CERRITO,PR081052,True,EL CANELO M,CENTRO SUR
Providencia,EL CANELO M,10,El Cerrito,nd,PR081052000010,EL CERRITO,PR081052,True,EL CANELO M,CENTRO SUR
Castilla,OCASIONAL ARAUCA,040,Pradera,La Tupia,CC000105000040,PRADERA,CC000105,True,OCASIONAL ARAUCA,SURORIENTE
Castilla,OCASIONAL ARAUCA,030,Pradera,La Tupia,CC000105000030,PRADERA,CC000105,True,OCASIONAL ARAUCA,SURORIENTE
Castilla,CALANDA,030,Florida,Remolino,CC000110000030,FLORIDA,CC000110,True,CALANDA,SURORIENTE
Incauca,LA CECILIA VICTORIA,1,Florida,nd,CA010392000001,FLORIDA,CA010392,True,LA CECILIA VICTORIA,SURORIENTE
Incauca,LA ESTANCIA INVENSA PROVIDENCIA,681,Palmira,nd,CA011982000681,PALMIRA,CA011982,True,LA ESTANCIA INVENSA PROVIDENCIA,SURORIENTE
Incauca,LA MERCED CHAYA PROVIDENCIA,1,El Cerrito,nd,CA012356000001,EL CERRITO,CA012356,True,LA MERCED CHAYA PROVIDENCIA,CENTRO SUR
Incauca,LAS CEIBAS AZCARATE PROVIDENCIA,1,Palmira,nd,CA012358000001,PALMIRA,CA012358,True,LAS CEIBAS AZCARATE PROVIDENCIA,SURORIENTE
Incauca,SAN JOAQUIN,2,Florida,nd,CA010799000002,FLORIDA,CA010799,True,SAN JOAQUIN,SURORIENTE
Incauca,LAS CEIBAS AZCARATE PROVIDENCIA,3,Palmira,nd,CA012358000003,PALMIRA,CA012358,True,LAS CEIBAS AZCARATE PROVIDENCIA,SURORIENTE
Incauca,LA PALMA TEJADA,021B,Palmira,nd,CA01135200021B,PALMIRA,CA011352,True,LA PALMA TEJADA,SURORIENTE
Incauca,LA PALMA TEJADA,23,Palmira,nd,CA011352000023,PALMIRA,CA011352,True,LA PALMA TEJADA,SURORIENTE
Incauca,LA PALOMERA JAIME PROVIDENCIA,3,Candelaria,nd,CA012344000003,CANDELARIA,CA012344,True,LA PALOMERA JAIME PROVIDENCIA,SURORIENTE
Incauca,MIRRINAQUE 2  AGROPEC. VELEZ PROVID.,4,Palmira,nd,CA010850000004,PALMIRA,CA010850,True,MIRRINAQUE 2  AGROPEC. VELEZ PROVID.,SURORIENTE
Incauca,SAN GERARDO TORRES-PROVIDENCIA,001A,Palmira,nd,CA01088400001A,PALMIRA,CA010884,True,SAN GERARDO TORRES-PROVIDENCIA,SURORIENTE
Incauca,SAN GERARDO TORRES-PROVIDENCIA,002A,Palmira,nd,CA01088400002A,PALMIRA,CA010884,True,SAN GERARDO TORRES-PROVIDENCIA,SURORIENTE
Incauca,LA PALOMERA JAIME PROVIDENCIA,7,Candelaria,nd,CA012344000007,CANDELARIA,CA012344,True,LA PALOMERA JAIME PROVIDENCIA,SURORIENTE
Incauca,LA PALOMERA JAIME PROVIDENCIA,18,Candelaria,nd,CA012344000018,CANDELARIA,CA012344,True,LA PALOMERA JAIME PROVIDENCIA,SURORIENTE
Incauca,MIRRINAQUE 2  AGROPEC. VELEZ PROVID.,10,Palmira,nd,CA010850000010,PALMIRA,CA010850,True,MIRRINAQUE 2  AGROPEC. VELEZ PROVID.,SURORIENTE
Incauca,FLORESTA - ROJAS PROVIDENCIA,2,Palmira,nd,CA010851000002,PALMIRA,CA010851,True,FLORESTA - ROJAS PROVIDENCIA,SURORIENTE
Incauca,LA PALOMERA JAIME PROVIDENCIA,5,Candelaria,nd,CA012344000005,CANDELARIA,CA012344,True,LA PALOMERA JAIME PROVIDENCIA,SURORIENTE
Incauca,LA PALOMERA JAIME PROVIDENCIA,6,Candelaria,nd,CA012344000006,CANDELARIA,CA012344,True,LA PALOMERA JAIME PROVIDENCIA,SURORIENTE
Incauca,MIRRINAQUE 2  AGROPEC. VELEZ PROVID.,5,Palmira,nd,CA010850000005,PALMIRA,CA010850,True,MIRRINAQUE 2  AGROPEC. VELEZ PROVID.,SURORIENTE
Incauca,LA PALOMERA JAIME PROVIDENCIA,1,Candelaria,nd,CA012344000001,CANDELARIA,CA012344,True,LA PALOMERA JAIME PROVIDENCIA,SURORIENTE
Incauca,LA PALOMERA JAIME PROVIDENCIA,2,Candelaria,nd,CA012344000002,CANDELARIA,CA012344,True,LA PALOMERA JAIME PROVIDENCIA,SURORIENTE
Incauca,LA PALOMERA JAIME PROVIDENCIA,002B,Candelaria,nd,CA01234400002B,CANDELARIA,CA012344,True,LA PALOMERA JAIME PROVIDENCIA,SURORIENTE
Incauca,LAS CEIBAS AZCARATE PROVIDENCIA,6,Palmira,nd,CA012358000006,PALMIRA,CA012358,True,LAS CEIBAS AZCARATE PROVIDENCIA,SURORIENTE
Incauca,QUITASUE?OS PROVIDENCIA,006B,El Cerrito,nd,CA01197200006B,EL CERRITO,CA011972,True,QUITASUE?OS PROVIDENCIA,SURORIENTE
Incauca,EL ANTOJO SANCHEZ PROVIDENCIA,2,Palmira,nd,CA012039000002,PALMIRA,CA012039,True,EL ANTOJO SANCHEZ PROVIDENCIA,SURORIENTE
Incauca,LA PALMA TEJADA,22,Palmira,nd,CA011352000022,PALMIRA,CA011352,True,LA PALMA TEJADA,SURORIENTE
Incauca,ZANJON RICO B?RBARA,9,Florida,nd,CA011899000009,FLORIDA,CA011899,True,ZANJON RICO B?RBARA,SURORIENTE
Incauca,MIRRINAQUE 2  AGROPEC. VELEZ PROVID.,2,Palmira,nd,CA010850000002,PALMIRA,CA010850,True,MIRRINAQUE 2  AGROPEC. VELEZ PROVID.,SURORIENTE
Castilla,EL AMPARO,020,Pradera,La Granja,CC000135000020,PRADERA,CC000135,True,EL AMPARO,SURORIENTE
Castilla,EL NILO AGRICOLA,401,Florida,Remolino,CC000112000401,FLORIDA,CC000112,True,EL NILO AGRICOLA,SURORIENTE
Castilla,EL NILO AGRICOLA,431,Florida,Remolino,CC000112000431,FLORIDA,CC000112,True,EL NILO AGRICOLA,SURORIENTE
Castilla,SAN RAFAEL,203,Pradera,La Tupia,CC000105000203,PRADERA,CC000105,True,SAN RAFAEL,SURORIENTE
Castilla,LORENA,030,Pradera,La Tupia,CC000102000030,PRADERA,CC000102,True,LORENA,SURORIENTE
Castilla,LORENA,020,Pradera,La Tupia,CC000102000020,PRADERA,CC000102,True,LORENA,SURORIENTE
Castilla,OCASIONAL ARAUCA,010,Pradera,La Tupia,CC000105000010,PRADERA,CC000105,True,OCASIONAL ARAUCA,SURORIENTE
Castilla,OCASIONAL ARAUCA,013,Pradera,La Tupia,CC000105000013,PRADERA,CC000105,True,OCASIONAL ARAUCA,SURORIENTE
Castilla,OCASIONAL ARAUCA,042,Pradera,La Tupia,CC000105000042,PRADERA,CC000105,True,OCASIONAL ARAUCA,SURORIENTE
Castilla,LA UNION,020,Florida,Remolino,CC000117000020,FLORIDA,CC000117,True,LA UNION,SURORIENTE
Castilla,MENDIOLA,010,Palmira,Bolo La Italia,CC000549000010,PALMIRA,CC000549,True,MENDIOLA,SURORIENTE
Castilla,MENDIOLA,020,Palmira,Bolo La Italia,CC000549000020,PALMIRA,CC000549,True,MENDIOLA,SURORIENTE
Castilla,MENDIOLA,080,Palmira,Bolo La Italia,CC000549000080,PALMIRA,CC000549,True,MENDIOLA,SURORIENTE
Castilla,SAN RAFAEL,260,Pradera,La Tupia,CC000105000260,PRADERA,CC000105,True,SAN RAFAEL,SURORIENTE
Castilla,LA CAMILA,010,Florida,Remolino,CC000666000010,FLORIDA,CC000666,True,LA CAMILA,SURORIENTE
Castilla,LA RAMADA,010,Florida,Remolino,CC000449000010,FLORIDA,CC000449,True,LA RAMADA,SURORIENTE
